anzsco_code,occupation_title,skill_level,mltssl,stsol,rol,csol,assessing_authority,validity_years,additional_info,alternate_titles
234412,Geophysicist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234413,Hydrogeologist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234511,Life Scientist (General),1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234513,Biochemist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234515,Botanist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234516,Marine Biologist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234521,Entomologist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234522,Zoologist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234599,Life Scientists nec,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234612,Respiratory Scientist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234711,Veterinarian,1,No,No,No,Yes,Australasian Veterinary Boards Council (AVBC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234911,Conservator,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234912,Metallurgist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234913,Meteorologist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234914,Physicist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
234999,Natural and Physical Science Professionals nec,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
241111,Early Childhood (Pre-primary School) Teacher,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
241213,Primary School Teacher,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
241311,Middle School Teacher \ Intermediate School Teacher,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
241411,Secondary School Teacher,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
241511,Special Needs Teacher,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
241512,Teacher of the Hearing Impaired,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
241513,Teacher of the Sight Impaired,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
241599,Special Education Teachers nec,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
242111,University Lecturer,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
242211,Vocational Education Teacher \ Polytechnic Teacher,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
249112,Education Reviewer,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
249214,Music Teacher (Private Tuition),1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
249299,Private Tutors and Teachers nec,1,No,No,No,Yes,Australian Institute for Teaching and School Leadership (AITSL),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251111,Dietitian,1,No,No,No,Yes,Dietitians Association of Australia (DAA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251211,Medical Diagnostic Radiographer,1,No,No,No,Yes,Australian Institute of Radiography (AIR) / Relevant Council,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251212,Medical Radiation Therapist,1,No,No,No,Yes,Australian Institute of Radiography (AIR) / Relevant Council,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251213,Nuclear Medicine Technologist,1,No,No,No,Yes,Australian Institute of Radiography (AIR) / Relevant Council,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251214,Sonographer,1,No,No,No,Yes,Australian Institute of Radiography (AIR) / Relevant Council,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251312,Occupational Health and Safety Adviser,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251411,Optometrist,1,No,No,No,Yes,Optometry Council of Australia and New Zealand (OCANZ),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251412,Orthoptist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251511,Hospital Pharmacist,1,No,No,No,Yes,Australian Pharmacy Council (APharmC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251512,Industrial Pharmacist,1,No,No,No,Yes,Australian Pharmacy Council (APharmC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251513,Retail Pharmacist,1,No,No,No,Yes,Australian Pharmacy Council (APharmC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251912,Orthotist or Prosthetist,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
251999,Health Diagnostic and Promotion Professionals nec,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
252214,Traditional Chinese Medicine Practitioner,1,No,No,No,Yes,Chinese Medicine Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
252299,Complementary Health Therapists nec,1,No,No,No,Yes,VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
252311,Dental Specialist,1,No,No,No,Yes,Australian Dental Council (ADC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
252312,Dentist,1,No,No,No,Yes,Australian Dental Council (ADC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
252411,Occupational Therapist,1,No,No,No,Yes,Occupational Therapy Council (OTC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
252511,Physiotherapist,1,No,No,No,Yes,Australian Physiotherapy Council (APC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
252611,Podiatrist,1,No,No,No,Yes,Australian and New Zealand Podiatry Accreditation Council (ANZPAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
252711,Audiologist,1,No,No,No,Yes,Audiology Australia / VETASSESS,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
252712,Speech Pathologist \ Speech Language Therapist,1,No,No,No,Yes,Speech Pathology Australia (SPA),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253111,General Practitioner,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253112,Resident Medical Officer,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253211,Anaesthetist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253311,Specialist Physician (General Medicine),1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253312,Cardiologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253313,Clinical Haematologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253314,Medical Oncologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253315,Endocrinologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253316,Gastroenterologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253317,Intensive Care Specialist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253318,Neurologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253321,Paediatrician,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253322,Renal Medicine Specialist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253323,Rheumatologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253324,Thoracic Medicine Specialist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253399,Specialist Physicians nec,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253411,Psychiatrist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253511,Surgeon (General),1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253512,Cardiothoracic Surgeon,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253513,Neurosurgeon,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253514,Orthopaedic Surgeon,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253515,Otorhinolaryngologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253516,Paediatric Surgeon,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253517,Plastic and Reconstructive Surgeon,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253518,Urologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253521,Vascular Surgeon,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253911,Dermatologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253912,Emergency Medicine Specialist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253913,Obstetrician and Gynaecologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253914,Ophthalmologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253915,Pathologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253917,Diagnostic and Interventional Radiologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253918,Radiation Oncologist,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
253999,Medical Practitioners nec,1,No,No,No,Yes,Medical Board of Australia,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254111,Midwife,1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254211,Nurse Educator,1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254212,Nurse Researcher,1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254411,Nurse Practitioner,1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254412,Registered Nurse (Aged Care),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254413,Registered Nurse (Child and Family Health),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254414,Registered Nurse (Community Health),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254415,Registered Nurse (Critical Care and Emergency),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254416,Registered Nurse (Developmental Disability),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254417,Registered Nurse (Disability and Rehabilitation),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254418,Registered Nurse (Medical),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254421,Registered Nurse (Medical Practice),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254422,Registered Nurse (Mental Health),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254423,Registered Nurse (Perioperative),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254424,Registered Nurse (Surgical),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254425,Registered Nurse (Paediatrics),1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
254499,Registered Nurses nec,1,No,No,No,Yes,Australian Nursing and Midwifery Accreditation Council (ANMAC),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261111,ICT Business Analyst,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261112,Systems Analyst,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261211,Multimedia Specialist,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261212,Web Developer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261311,Analyst Programmer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261312,Developer Programmer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261313,Software Engineer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261314,Software Tester,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261315,Cyber Security Engineer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261316,Devops Engineer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261317,Penetration Tester,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
261399,Software and Applications Programmers nec,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
262111,Database Administrator,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
262113,Systems Administrator,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
262114,Cyber Governance Risk and Compliance Specialist,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
262115,Cyber Security Advice and Assessment Specialist,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
262116,Cyber Security Analyst,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
262117,Cyber Security Architect,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
262118,Cyber Security Operations Coordinator,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
263111,Computer Network and Systems Engineer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
263112,Network Administrator,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
263113,Network Analyst,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
263211,ICT Quality Assurance Engineer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
263213,ICT Systems Test Engineer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
263299,ICT Support and Test Engineers nec,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
263312,Telecommunications Network Engineer,1,No,No,No,Yes,Australian Computer Society (ACS),,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
271111,Barrister,1,No,No,No,Yes,State/Territory Legal Admission Authority,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
271214,Intellectual Property Lawyer,1,No,No,No,Yes,State/Territory Legal Admission Authority,,Part of Core Skills Occupation List (CSOL) for Skills in Demand visa (subclass 482) and Employer Nomination Scheme (subclass 186) Direct Entry stream,
